   1.9040000e+03   4.0000000e+00   4.0000000e+00   4.1845556e-01   6.8400000e+00
   1.9040000e+03   4.0000000e+00   4.0000000e+00   4.3473241e-01   7.0200000e+00
   1.9040000e+03   6.0000000e+00   2.5000000e+01   6.1503634e-01   7.5000000e+00
   1.9040000e+03   6.0000000e+00   2.5000000e+01   8.7544815e-01   7.7000000e+00
   1.9040000e+03   1.2000000e+01   2.0000000e+01   2.3912546e-01   7.2900000e+00
   1.9050000e+03   2.0000000e+00   1.4000000e+01   3.6567697e-01   7.5900000e+00
   1.9050000e+03   2.0000000e+00   1.7000000e+01   4.8689606e-01   7.2600000e+00
   1.9050000e+03   2.0000000e+00   1.9000000e+01   1.9092361e-01   7.3300000e+00
   1.9050000e+03   3.0000000e+00   4.0000000e+00   6.6658866e-01   6.9600000e+00
   1.9050000e+03   3.0000000e+00   4.0000000e+00   9.7039387e-01   7.0100000e+00
   1.9050000e+03   3.0000000e+00   2.2000000e+01   1.5190162e-01   7.1800000e+00
   1.9050000e+03   4.0000000e+00   3.0000000e+00   6.6798843e-01   5.4400000e+00
   1.9050000e+03   4.0000000e+00   4.0000000e+00   3.4713310e-02   7.9000000e+00
   1.9050000e+03   4.0000000e+00   4.0000000e+00   4.3381146e-01   5.7000000e+00
   1.9050000e+03   4.0000000e+00   2.5000000e+01   3.9157535e-01   6.5600000e+00
   1.9050000e+03   4.0000000e+00   2.9000000e+01   7.4336806e-02   5.3000000e+00
   1.9050000e+03   4.0000000e+00   3.0000000e+01   6.7366458e-01   5.8200000e+00
   1.9050000e+03   5.0000000e+00   1.8000000e+01   5.7323171e-01   7.1500000e+00
   1.9050000e+03   5.0000000e+00   2.0000000e+01   4.6261863e-01   5.6200000e+00
   1.9050000e+03   5.0000000e+00   3.1000000e+01   7.6635127e-01   6.8000000e+00
   1.9050000e+03   6.0000000e+00   1.0000000e+00   1.9596192e-01   6.5500000e+00
   1.9050000e+03   6.0000000e+00   1.0000000e+00   9.0765556e-01   5.5900000e+00
   1.9050000e+03   6.0000000e+00   2.0000000e+00   2.3587500e-01   6.9100000e+00
   1.9050000e+03   6.0000000e+00   9.0000000e+00   5.2168310e-01   6.6900000e+00
   1.9050000e+03   6.0000000e+00   3.0000000e+01   7.1359965e-01   6.9000000e+00
   1.9050000e+03   7.0000000e+00   6.0000000e+00   6.8109873e-01   7.6700000e+00
   1.9050000e+03   7.0000000e+00   9.0000000e+00   4.0323831e-01   7.9500000e+00
   1.9050000e+03   7.0000000e+00   1.1000000e+01   3.6087454e-01   6.9000000e+00
   1.9050000e+03   7.0000000e+00   1.4000000e+01   9.1809433e-01   6.8600000e+00
   1.9050000e+03   7.0000000e+00   1.7000000e+01   1.6250810e-02   6.7200000e+00
   1.9050000e+03   7.0000000e+00   2.3000000e+01   1.1555567e-01   8.3300000e+00
   1.9050000e+03   7.0000000e+00   2.3000000e+01   8.5768669e-01   6.1900000e+00
   1.9050000e+03   8.0000000e+00   4.0000000e+00   2.1455150e-01   6.1900000e+00
   1.9050000e+03   9.0000000e+00   8.0000000e+00   7.1555671e-02   7.1900000e+00
   1.9050000e+03   9.0000000e+00   1.4000000e+01   8.2060926e-01   6.7100000e+00
   1.9050000e+03   9.0000000e+00   1.5000000e+01   2.5163148e-01   7.8400000e+00
   1.9050000e+03   9.0000000e+00   2.9000000e+01   4.9454734e-01   7.1600000e+00
   1.9050000e+03   1.0000000e+01   8.0000000e+00   3.1084757e-01   6.1200000e+00
   1.9050000e+03   1.0000000e+01   1.5000000e+01   9.0431331e-01   6.3300000e+00
   1.9050000e+03   1.1000000e+01   8.0000000e+00   9.2097037e-01   7.2400000e+00
   1.9050000e+03   1.2000000e+01   4.0000000e+00   5.1398102e-01   5.5600000e+00
   1.9050000e+03   1.2000000e+01   1.0000000e+01   5.2434757e-01   6.7100000e+00
   1.9050000e+03   1.2000000e+01   1.0000000e+01   7.5693160e-01   6.8000000e+00
   1.9060000e+03   1.0000000e+00   2.0000000e+00   1.8503762e-01   5.7900000e+00
   1.9060000e+03   1.0000000e+00   6.0000000e+00   8.9691227e-01   6.5800000e+00
   1.9060000e+03   1.0000000e+00   9.0000000e+00   9.6163854e-01   5.6300000e+00
   1.9060000e+03   1.0000000e+00   2.1000000e+01   5.7608299e-01   7.4000000e+00
   1.9060000e+03   1.0000000e+00   2.4000000e+01   2.7982685e-01   6.4500000e+00
   1.9060000e+03   1.0000000e+00   2.7000000e+01   4.0341586e-01   6.9300000e+00
   1.9060000e+03   1.0000000e+00   3.1000000e+01   6.5012917e-01   8.4500000e+00
   1.9060000e+03   2.0000000e+00   1.0000000e+00   1.0034884e-01   6.6300000e+00
   1.9060000e+03   2.0000000e+00   1.9000000e+01   8.3282755e-02   7.3000000e+00
   1.9060000e+03   2.0000000e+00   2.4000000e+01   9.4991898e-03   6.2500000e+00
   1.9060000e+03   3.0000000e+00   2.0000000e+00   2.6036725e-01   6.6400000e+00
   1.9060000e+03   3.0000000e+00   1.0000000e+01   2.7505775e-01   6.6400000e+00
   1.9060000e+03   3.0000000e+00   1.0000000e+01   6.8250278e-01   6.7600000e+00
   1.9060000e+03   3.0000000e+00   1.3000000e+01   5.6019259e-01   6.6400000e+00
   1.9060000e+03   3.0000000e+00   1.6000000e+01   9.4612396e-01   6.8900000e+00
   1.9060000e+03   3.0000000e+00   1.9000000e+01   3.3124931e-01   6.2600000e+00
   1.9060000e+03   3.0000000e+00   2.6000000e+01   1.4489641e-01   6.1300000e+00
   1.9060000e+03   4.0000000e+00   8.0000000e+00   7.3462396e-01   6.6100000e+00
   1.9060000e+03   4.0000000e+00   1.0000000e+01   8.9090220e-01   7.2900000e+00
   1.9060000e+03   4.0000000e+00   1.3000000e+01   8.0403021e-01   6.9900000e+00
   1.9060000e+03   4.0000000e+00   1.3000000e+01   9.9445880e-01   6.5500000e+00
   1.9060000e+03   4.0000000e+00   1.8000000e+01   5.5031227e-01   7.7000000e+00
   1.9060000e+03   5.0000000e+00   4.0000000e+00   9.6466968e-01   6.0100000e+00
   1.9060000e+03   5.0000000e+00   5.0000000e+00   1.4775000e-02   6.1600000e+00
   1.9060000e+03   5.0000000e+00   1.2000000e+01   2.4217963e-01   6.5100000e+00
   1.9060000e+03   5.0000000e+00   1.2000000e+01   4.4511771e-01   6.4900000e+00
   1.9060000e+03   6.0000000e+00   1.0000000e+00   1.8808542e-01   7.8400000e+00
   1.9060000e+03   6.0000000e+00   1.9000000e+01   4.7403356e-01   7.0900000e+00
   1.9060000e+03   6.0000000e+00   2.0000000e+01   1.0132812e-01   6.2000000e+00
   1.9060000e+03   6.0000000e+00   2.2000000e+01   1.3607859e-01   5.6600000e+00
   1.9060000e+03   6.0000000e+00   2.4000000e+01   4.7120417e-01   6.6900000e+00
   1.9060000e+03   7.0000000e+00   1.3000000e+01   9.8869514e-01   6.7200000e+00
   1.9060000e+03   7.0000000e+00   2.0000000e+01   4.7145185e-01   6.4300000e+00
   1.9060000e+03   7.0000000e+00   2.2000000e+01   7.7406771e-01   6.1900000e+00
   1.9060000e+03   8.0000000e+00   1.0000000e+00   9.7048495e-01   6.3000000e+00
   1.9060000e+03   8.0000000e+00   1.7000000e+01   7.7604167e-03   8.3000000e+00
   1.9060000e+03   8.0000000e+00   2.5000000e+01   4.9586042e-01   5.9900000e+00
   1.9060000e+03   8.0000000e+00   2.5000000e+01   5.7460162e-01   6.5100000e+00
   1.9060000e+03   8.0000000e+00   2.6000000e+01   2.5080787e-01   7.1300000e+00
   1.9060000e+03   8.0000000e+00   3.0000000e+01   1.1002523e-01   6.9100000e+00
   1.9060000e+03   8.0000000e+00   3.1000000e+01   6.2319398e-01   6.4400000e+00
   1.9060000e+03   9.0000000e+00   7.0000000e+00   7.8643657e-01   7.2900000e+00
   1.9060000e+03   9.0000000e+00   1.4000000e+01   6.6994988e-01   8.0000000e+00
   1.9060000e+03   9.0000000e+00   1.7000000e+01   3.5982512e-01   6.6200000e+00
   1.9060000e+03   1.0000000e+01   2.0000000e+00   7.7683102e-02   7.6300000e+00
   1.9060000e+03   1.0000000e+01   2.0000000e+00   6.0677581e-01   6.3500000e+00
   1.9060000e+03   1.0000000e+01   2.0000000e+01   6.7279977e-01   5.5400000e+00
   1.9060000e+03   1.0000000e+01   2.4000000e+01   6.1340880e-01   7.1000000e+00
   1.9060000e+03   1.0000000e+01   2.8000000e+01   6.5993125e-01   6.0100000e+00
   1.9060000e+03   1.0000000e+01   2.9000000e+01   5.2707870e-02   6.3500000e+00
   1.9060000e+03   1.0000000e+01   3.1000000e+01   7.4990741e-02   6.4600000e+00
   1.9060000e+03   1.1000000e+01   8.0000000e+00   2.7555903e-02   6.2300000e+00
   1.9060000e+03   1.1000000e+01   1.2000000e+01   7.3082465e-01   6.4800000e+00
   1.9060000e+03   1.1000000e+01   1.4000000e+01   7.3436181e-01   7.2100000e+00
   1.9060000e+03   1.1000000e+01   1.9000000e+01   3.0444826e-01   7.3700000e+00
   1.9060000e+03   1.2000000e+01   1.5000000e+01   8.0609421e-01   5.6900000e+00
   1.9060000e+03   1.2000000e+01   1.8000000e+01   8.7448958e-01   6.4900000e+00
   1.9060000e+03   1.2000000e+01   1.9000000e+01   5.1836343e-02   7.2300000e+00
   1.9060000e+03   1.2000000e+01   2.2000000e+01   7.6473148e-01   7.9500000e+00
   1.9060000e+03   1.2000000e+01   2.3000000e+01   2.9284734e-01   6.5700000e+00
   1.9060000e+03   1.2000000e+01   2.3000000e+01   7.2329317e-01   7.0300000e+00
   1.9060000e+03   1.2000000e+01   2.6000000e+01   2.4537465e-01   6.8600000e+00
   1.9070000e+03   1.0000000e+00   2.0000000e+00   4.9732465e-01   7.3000000e+00
   1.9070000e+03   1.0000000e+00   4.0000000e+00   2.2168032e-01   8.2000000e+00
   1.9070000e+03   1.0000000e+00   1.4000000e+01   8.5986030e-01   6.2000000e+00
   1.9070000e+03   1.0000000e+00   1.9000000e+01   5.4737106e-01   6.3300000e+00
   1.9070000e+03   2.0000000e+00   2.0000000e+00   3.7833750e-01   5.7700000e+00
   1.9070000e+03   4.0000000e+00   1.5000000e+01   2.5584896e-01   7.8000000e+00
   1.9070000e+03   4.0000000e+00   1.8000000e+01   8.7492500e-01   7.5200000e+00
   1.9070000e+03   5.0000000e+00   4.0000000e+00   2.4376910e-01   6.6300000e+00
   1.9070000e+03   5.0000000e+00   4.0000000e+00   3.5870926e-01   6.4300000e+00
   1.9070000e+03   5.0000000e+00   1.3000000e+01   8.7549213e-01   6.6100000e+00
   1.9070000e+03   5.0000000e+00   2.5000000e+01   4.9337986e-01   6.3900000e+00
   1.9070000e+03   5.0000000e+00   2.5000000e+01   5.8480301e-01   7.6500000e+00
   1.9070000e+03   5.0000000e+00   3.1000000e+01   5.2984340e-01   6.5300000e+00
   1.9070000e+03   6.0000000e+00   1.0000000e+00   3.6154271e-01   6.6200000e+00
   1.9070000e+03   6.0000000e+00   5.0000000e+00   1.4018866e-01   6.4700000e+00
   1.9070000e+03   6.0000000e+00   1.3000000e+01   3.8762697e-01   6.9000000e+00
   1.9070000e+03   6.0000000e+00   2.4000000e+01   1.5014086e-01   6.3100000e+00
   1.9070000e+03   7.0000000e+00   1.0000000e+00   5.4778646e-01   7.1700000e+00
   1.9070000e+03   7.0000000e+00   4.0000000e+00   3.8815613e-01   5.9600000e+00
   1.9070000e+03   7.0000000e+00   9.0000000e+00   7.8818137e-01   6.8200000e+00
   1.9070000e+03   7.0000000e+00   2.0000000e+01   5.6832130e-01   7.0600000e+00
   1.9070000e+03   7.0000000e+00   2.9000000e+01   8.1151713e-01   6.3400000e+00
   1.9070000e+03   8.0000000e+00   1.0000000e+00   4.2144225e-01   5.6300000e+00
   1.9070000e+03   8.0000000e+00   5.0000000e+00   2.7708634e-01   6.5600000e+00
   1.9070000e+03   8.0000000e+00   2.1000000e+01   2.1617569e-01   5.5100000e+00
   1.9070000e+03   8.0000000e+00   2.9000000e+01   4.8662269e-01   5.4700000e+00
   1.9070000e+03   9.0000000e+00   2.0000000e+00   6.6771806e-01   7.3700000e+00
   1.9070000e+03   9.0000000e+00   1.5000000e+01   7.4006435e-01   6.2700000e+00
